,Date,Count,Crime_Category,Region
36,2019-01-31,2133,Other serious crime,Mpumalanga
37,2019-02-28,1950,Other serious crime,Mpumalanga
38,2019-03-31,2254,Other serious crime,Mpumalanga
39,2019-04-30,2173,Other serious crime,Mpumalanga
40,2019-05-31,2204,Other serious crime,Mpumalanga
41,2019-06-30,2017,Other serious crime,Mpumalanga
42,2019-07-31,2167,Other serious crime,Mpumalanga
43,2019-08-31,2125,Other serious crime,Mpumalanga
44,2019-09-30,1905,Other serious crime,Mpumalanga
45,2019-10-31,2180,Other serious crime,Mpumalanga
46,2019-11-30,2107,Other serious crime,Mpumalanga
47,2019-12-31,1853,Other serious crime,Mpumalanga
48,2020-01-31,1995,Other serious crime,Mpumalanga
49,2020-02-29,1966,Other serious crime,Mpumalanga
50,2020-03-31,1763,Other serious crime,Mpumalanga
51,2020-04-30,1112,Other serious crime,Mpumalanga
52,2020-05-31,1423,Other serious crime,Mpumalanga
53,2020-06-30,1602,Other serious crime,Mpumalanga
54,2020-07-31,1751,Other serious crime,Mpumalanga
55,2020-08-31,1880,Other serious crime,Mpumalanga
56,2020-09-30,1971,Other serious crime,Mpumalanga
57,2020-10-31,2183,Other serious crime,Mpumalanga
58,2020-11-30,2027,Other serious crime,Mpumalanga
59,2020-12-31,1947,Other serious crime,Mpumalanga
60,2021-01-31,1667,Other serious crime,Mpumalanga
61,2021-02-28,1783,Other serious crime,Mpumalanga
62,2021-03-31,2027,Other serious crime,Mpumalanga
0,2016-01-31,3159,Property-related crime,Mpumalanga
1,2016-02-29,2994,Property-related crime,Mpumalanga
2,2016-03-31,3260,Property-related crime,Mpumalanga
3,2016-04-30,3174,Property-related crime,Mpumalanga
4,2016-05-31,3108,Property-related crime,Mpumalanga
5,2016-06-30,2986,Property-related crime,Mpumalanga
6,2016-07-31,3050,Property-related crime,Mpumalanga
7,2016-08-31,3222,Property-related crime,Mpumalanga
8,2016-09-30,3247,Property-related crime,Mpumalanga
9,2016-10-31,3258,Property-related crime,Mpumalanga
10,2016-11-30,3069,Property-related crime,Mpumalanga
11,2016-12-31,3027,Property-related crime,Mpumalanga
12,2017-01-31,3060,Property-related crime,Mpumalanga
13,2017-02-28,2674,Property-related crime,Mpumalanga
14,2017-03-31,3154,Property-related crime,Mpumalanga
15,2017-04-30,2957,Property-related crime,Mpumalanga
16,2017-05-31,3093,Property-related crime,Mpumalanga
17,2017-06-30,2926,Property-related crime,Mpumalanga
18,2017-07-31,2945,Property-related crime,Mpumalanga
19,2017-08-31,3057,Property-related crime,Mpumalanga
20,2017-09-30,2911,Property-related crime,Mpumalanga
21,2017-10-31,3230,Property-related crime,Mpumalanga
22,2017-11-30,3162,Property-related crime,Mpumalanga
23,2017-12-31,3157,Property-related crime,Mpumalanga
24,2018-01-31,3000,Property-related crime,Mpumalanga
25,2018-02-28,2767,Property-related crime,Mpumalanga
26,2018-03-31,2990,Property-related crime,Mpumalanga
27,2018-04-30,2814,Property-related crime,Mpumalanga
28,2018-05-31,3031,Property-related crime,Mpumalanga
29,2018-06-30,2749,Property-related crime,Mpumalanga
30,2018-07-31,2828,Property-related crime,Mpumalanga
31,2018-08-31,3007,Property-related crime,Mpumalanga
32,2018-09-30,2923,Property-related crime,Mpumalanga
33,2018-10-31,3112,Property-related crime,Mpumalanga
34,2018-11-30,3109,Property-related crime,Mpumalanga
35,2018-12-31,3109,Property-related crime,Mpumalanga
36,2019-01-31,3075,Property-related crime,Mpumalanga
37,2019-02-28,2712,Property-related crime,Mpumalanga
38,2019-03-31,2870,Property-related crime,Mpumalanga
39,2019-04-30,3079,Property-related crime,Mpumalanga
40,2019-05-31,3040,Property-related crime,Mpumalanga
41,2019-06-30,2622,Property-related crime,Mpumalanga
42,2019-07-31,2799,Property-related crime,Mpumalanga
43,2019-08-31,2768,Property-related crime,Mpumalanga
44,2019-09-30,2499,Property-related crime,Mpumalanga
45,2019-10-31,2834,Property-related crime,Mpumalanga
46,2019-11-30,2885,Property-related crime,Mpumalanga
47,2019-12-31,2804,Property-related crime,Mpumalanga
48,2020-01-31,2791,Property-related crime,Mpumalanga
49,2020-02-29,2695,Property-related crime,Mpumalanga
50,2020-03-31,2486,Property-related crime,Mpumalanga
51,2020-04-30,2141,Property-related crime,Mpumalanga
52,2020-05-31,1913,Property-related crime,Mpumalanga
53,2020-06-30,2024,Property-related crime,Mpumalanga
54,2020-07-31,2175,Property-related crime,Mpumalanga
55,2020-08-31,2270,Property-related crime,Mpumalanga
56,2020-09-30,2441,Property-related crime,Mpumalanga
57,2020-10-31,2656,Property-related crime,Mpumalanga
58,2020-11-30,2639,Property-related crime,Mpumalanga
59,2020-12-31,2458,Property-related crime,Mpumalanga
60,2021-01-31,2283,Property-related crime,Mpumalanga
61,2021-02-28,2218,Property-related crime,Mpumalanga
62,2021-03-31,2276,Property-related crime,Mpumalanga
0,2016-01-31,20,Public violence,Mpumalanga
1,2016-02-29,18,Public violence,Mpumalanga
2,2016-03-31,9,Public violence,Mpumalanga
3,2016-04-30,20,Public violence,Mpumalanga
4,2016-05-31,24,Public violence,Mpumalanga
5,2016-06-30,12,Public violence,Mpumalanga
6,2016-07-31,7,Public violence,Mpumalanga
7,2016-08-31,9,Public violence,Mpumalanga
8,2016-09-30,9,Public violence,Mpumalanga
9,2016-10-31,12,Public violence,Mpumalanga
10,2016-11-30,8,Public violence,Mpumalanga
11,2016-12-31,3,Public violence,Mpumalanga
12,2017-01-31,71,Public violence,Mpumalanga
13,2017-02-28,11,Public violence,Mpumalanga
14,2017-03-31,25,Public violence,Mpumalanga
15,2017-04-30,31,Public violence,Mpumalanga
16,2017-05-31,10,Public violence,Mpumalanga
17,2017-06-30,10,Public violence,Mpumalanga
18,2017-07-31,10,Public violence,Mpumalanga
19,2017-08-31,22,Public violence,Mpumalanga
20,2017-09-30,16,Public violence,Mpumalanga
21,2017-10-31,19,Public violence,Mpumalanga
22,2017-11-30,17,Public violence,Mpumalanga
23,2017-12-31,3,Public violence,Mpumalanga
24,2018-01-31,16,Public violence,Mpumalanga
25,2018-02-28,18,Public violence,Mpumalanga
26,2018-03-31,25,Public violence,Mpumalanga
27,2018-04-30,22,Public violence,Mpumalanga
28,2018-05-31,29,Public violence,Mpumalanga
29,2018-06-30,43,Public violence,Mpumalanga
30,2018-07-31,18,Public violence,Mpumalanga
31,2018-08-31,34,Public violence,Mpumalanga
32,2018-09-30,21,Public violence,Mpumalanga
33,2018-10-31,22,Public violence,Mpumalanga
34,2018-11-30,12,Public violence,Mpumalanga
35,2018-12-31,1,Public violence,Mpumalanga
36,2019-01-31,26,Public violence,Mpumalanga
37,2019-02-28,20,Public violence,Mpumalanga
38,2019-03-31,26,Public violence,Mpumalanga
39,2019-04-30,25,Public violence,Mpumalanga
40,2019-05-31,8,Public violence,Mpumalanga
41,2019-06-30,9,Public violence,Mpumalanga
42,2019-07-31,24,Public violence,Mpumalanga
43,2019-08-31,9,Public violence,Mpumalanga
44,2019-09-30,13,Public violence,Mpumalanga
45,2019-10-31,13,Public violence,Mpumalanga
46,2019-11-30,10,Public violence,Mpumalanga
47,2019-12-31,6,Public violence,Mpumalanga
48,2020-01-31,15,Public violence,Mpumalanga
49,2020-02-29,74,Public violence,Mpumalanga
50,2020-03-31,33,Public violence,Mpumalanga
51,2020-04-30,3,Public violence,Mpumalanga
52,2020-05-31,9,Public violence,Mpumalanga
53,2020-06-30,16,Public violence,Mpumalanga
54,2020-07-31,10,Public violence,Mpumalanga
55,2020-08-31,17,Public violence,Mpumalanga
56,2020-09-30,25,Public violence,Mpumalanga
57,2020-10-31,16,Public violence,Mpumalanga
58,2020-11-30,13,Public violence,Mpumalanga
59,2020-12-31,4,Public violence,Mpumalanga
60,2021-01-31,3,Public violence,Mpumalanga
61,2021-02-28,13,Public violence,Mpumalanga
62,2021-03-31,28,Public violence,Mpumalanga
0,2016-01-31,322,Rape,Mpumalanga
1,2016-02-29,284,Rape,Mpumalanga
2,2016-03-31,299,Rape,Mpumalanga
3,2016-04-30,253,Rape,Mpumalanga
4,2016-05-31,231,Rape,Mpumalanga
5,2016-06-30,241,Rape,Mpumalanga
6,2016-07-31,247,Rape,Mpumalanga
7,2016-08-31,272,Rape,Mpumalanga
8,2016-09-30,294,Rape,Mpumalanga
9,2016-10-31,322,Rape,Mpumalanga
10,2016-11-30,310,Rape,Mpumalanga
11,2016-12-31,376,Rape,Mpumalanga
12,2017-01-31,262,Rape,Mpumalanga
13,2017-02-28,278,Rape,Mpumalanga
14,2017-03-31,258,Rape,Mpumalanga
15,2017-04-30,282,Rape,Mpumalanga
16,2017-05-31,231,Rape,Mpumalanga
17,2017-06-30,239,Rape,Mpumalanga
18,2017-07-31,261,Rape,Mpumalanga
19,2017-08-31,252,Rape,Mpumalanga
20,2017-09-30,304,Rape,Mpumalanga
21,2017-10-31,310,Rape,Mpumalanga
22,2017-11-30,286,Rape,Mpumalanga
23,2017-12-31,370,Rape,Mpumalanga
24,2018-01-31,298,Rape,Mpumalanga
25,2018-02-28,242,Rape,Mpumalanga
26,2018-03-31,275,Rape,Mpumalanga
27,2018-04-30,284,Rape,Mpumalanga
28,2018-05-31,233,Rape,Mpumalanga
29,2018-06-30,263,Rape,Mpumalanga
30,2018-07-31,241,Rape,Mpumalanga
31,2018-08-31,253,Rape,Mpumalanga
32,2018-09-30,363,Rape,Mpumalanga
33,2018-10-31,298,Rape,Mpumalanga
34,2018-11-30,302,Rape,Mpumalanga
35,2018-12-31,382,Rape,Mpumalanga
36,2019-01-31,293,Rape,Mpumalanga
37,2019-02-28,307,Rape,Mpumalanga
38,2019-03-31,343,Rape,Mpumalanga
39,2019-04-30,299,Rape,Mpumalanga
40,2019-05-31,271,Rape,Mpumalanga
41,2019-06-30,251,Rape,Mpumalanga
42,2019-07-31,302,Rape,Mpumalanga
43,2019-08-31,290,Rape,Mpumalanga
44,2019-09-30,302,Rape,Mpumalanga
45,2019-10-31,300,Rape,Mpumalanga
46,2019-11-30,300,Rape,Mpumalanga
47,2019-12-31,344,Rape,Mpumalanga
48,2020-01-31,289,Rape,Mpumalanga
49,2020-02-29,266,Rape,Mpumalanga
50,2020-03-31,260,Rape,Mpumalanga
51,2020-04-30,126,Rape,Mpumalanga
52,2020-05-31,125,Rape,Mpumalanga
53,2020-06-30,203,Rape,Mpumalanga
54,2020-07-31,190,Rape,Mpumalanga
55,2020-08-31,262,Rape,Mpumalanga
56,2020-09-30,346,Rape,Mpumalanga
57,2020-10-31,333,Rape,Mpumalanga
58,2020-11-30,327,Rape,Mpumalanga
59,2020-12-31,393,Rape,Mpumalanga
60,2021-01-31,197,Rape,Mpumalanga
61,2021-02-28,298,Rape,Mpumalanga
62,2021-03-31,343,Rape,Mpumalanga
0,2016-01-31,134,Robbery at non-residential premises,Mpumalanga
1,2016-02-29,156,Robbery at non-residential premises,Mpumalanga
2,2016-03-31,153,Robbery at non-residential premises,Mpumalanga
3,2016-04-30,166,Robbery at non-residential premises,Mpumalanga
4,2016-05-31,162,Robbery at non-residential premises,Mpumalanga
5,2016-06-30,148,Robbery at non-residential premises,Mpumalanga
6,2016-07-31,183,Robbery at non-residential premises,Mpumalanga
7,2016-08-31,152,Robbery at non-residential premises,Mpumalanga
8,2016-09-30,162,Robbery at non-residential premises,Mpumalanga
9,2016-10-31,143,Robbery at non-residential premises,Mpumalanga
10,2016-11-30,167,Robbery at non-residential premises,Mpumalanga
11,2016-12-31,163,Robbery at non-residential premises,Mpumalanga
12,2017-01-31,172,Robbery at non-residential premises,Mpumalanga
13,2017-02-28,120,Robbery at non-residential premises,Mpumalanga
14,2017-03-31,154,Robbery at non-residential premises,Mpumalanga
15,2017-04-30,164,Robbery at non-residential premises,Mpumalanga
16,2017-05-31,152,Robbery at non-residential premises,Mpumalanga
17,2017-06-30,192,Robbery at non-residential premises,Mpumalanga
18,2017-07-31,199,Robbery at non-residential premises,Mpumalanga
19,2017-08-31,162,Robbery at non-residential premises,Mpumalanga
20,2017-09-30,158,Robbery at non-residential premises,Mpumalanga
21,2017-10-31,201,Robbery at non-residential premises,Mpumalanga
22,2017-11-30,201,Robbery at non-residential premises,Mpumalanga
23,2017-12-31,155,Robbery at non-residential premises,Mpumalanga
24,2018-01-31,143,Robbery at non-residential premises,Mpumalanga
25,2018-02-28,143,Robbery at non-residential premises,Mpumalanga
26,2018-03-31,163,Robbery at non-residential premises,Mpumalanga
27,2018-04-30,153,Robbery at non-residential premises,Mpumalanga
28,2018-05-31,158,Robbery at non-residential premises,Mpumalanga
29,2018-06-30,146,Robbery at non-residential premises,Mpumalanga
30,2018-07-31,184,Robbery at non-residential premises,Mpumalanga
31,2018-08-31,180,Robbery at non-residential premises,Mpumalanga
32,2018-09-30,121,Robbery at non-residential premises,Mpumalanga
33,2018-10-31,145,Robbery at non-residential premises,Mpumalanga
34,2018-11-30,135,Robbery at non-residential premises,Mpumalanga
35,2018-12-31,123,Robbery at non-residential premises,Mpumalanga
36,2019-01-31,107,Robbery at non-residential premises,Mpumalanga
37,2019-02-28,108,Robbery at non-residential premises,Mpumalanga
38,2019-03-31,129,Robbery at non-residential premises,Mpumalanga
39,2019-04-30,163,Robbery at non-residential premises,Mpumalanga
40,2019-05-31,138,Robbery at non-residential premises,Mpumalanga
41,2019-06-30,177,Robbery at non-residential premises,Mpumalanga
42,2019-07-31,226,Robbery at non-residential premises,Mpumalanga
43,2019-08-31,184,Robbery at non-residential premises,Mpumalanga
44,2019-09-30,162,Robbery at non-residential premises,Mpumalanga
45,2019-10-31,173,Robbery at non-residential premises,Mpumalanga
46,2019-11-30,136,Robbery at non-residential premises,Mpumalanga
47,2019-12-31,146,Robbery at non-residential premises,Mpumalanga
48,2020-01-31,126,Robbery at non-residential premises,Mpumalanga
49,2020-02-29,130,Robbery at non-residential premises,Mpumalanga
50,2020-03-31,118,Robbery at non-residential premises,Mpumalanga
51,2020-04-30,69,Robbery at non-residential premises,Mpumalanga
52,2020-05-31,109,Robbery at non-residential premises,Mpumalanga
53,2020-06-30,132,Robbery at non-residential premises,Mpumalanga
54,2020-07-31,164,Robbery at non-residential premises,Mpumalanga
55,2020-08-31,141,Robbery at non-residential premises,Mpumalanga
56,2020-09-30,148,Robbery at non-residential premises,Mpumalanga
57,2020-10-31,149,Robbery at non-residential premises,Mpumalanga
58,2020-11-30,150,Robbery at non-residential premises,Mpumalanga
59,2020-12-31,124,Robbery at non-residential premises,Mpumalanga
60,2021-01-31,116,Robbery at non-residential premises,Mpumalanga
61,2021-02-28,111,Robbery at non-residential premises,Mpumalanga
62,2021-03-31,144,Robbery at non-residential premises,Mpumalanga
0,2016-01-31,108,Robbery at residential premises,Mpumalanga
1,2016-02-29,93,Robbery at residential premises,Mpumalanga
2,2016-03-31,80,Robbery at residential premises,Mpumalanga
3,2016-04-30,79,Robbery at residential premises,Mpumalanga
4,2016-05-31,109,Robbery at residential premises,Mpumalanga
5,2016-06-30,79,Robbery at residential premises,Mpumalanga
6,2016-07-31,81,Robbery at residential premises,Mpumalanga
7,2016-08-31,78,Robbery at residential premises,Mpumalanga
8,2016-09-30,100,Robbery at residential premises,Mpumalanga
9,2016-10-31,106,Robbery at residential premises,Mpumalanga
10,2016-11-30,101,Robbery at residential premises,Mpumalanga
11,2016-12-31,110,Robbery at residential premises,Mpumalanga
12,2017-01-31,109,Robbery at residential premises,Mpumalanga
13,2017-02-28,97,Robbery at residential premises,Mpumalanga
14,2017-03-31,130,Robbery at residential premises,Mpumalanga
15,2017-04-30,124,Robbery at residential premises,Mpumalanga
16,2017-05-31,98,Robbery at residential premises,Mpumalanga
17,2017-06-30,113,Robbery at residential premises,Mpumalanga
18,2017-07-31,131,Robbery at residential premises,Mpumalanga
19,2017-08-31,125,Robbery at residential premises,Mpumalanga
20,2017-09-30,110,Robbery at residential premises,Mpumalanga
21,2017-10-31,116,Robbery at residential premises,Mpumalanga
22,2017-11-30,154,Robbery at residential premises,Mpumalanga
23,2017-12-31,119,Robbery at residential premises,Mpumalanga
24,2018-01-31,126,Robbery at residential premises,Mpumalanga
25,2018-02-28,134,Robbery at residential premises,Mpumalanga
26,2018-03-31,137,Robbery at residential premises,Mpumalanga
27,2018-04-30,123,Robbery at residential premises,Mpumalanga
28,2018-05-31,110,Robbery at residential premises,Mpumalanga
29,2018-06-30,112,Robbery at residential premises,Mpumalanga
30,2018-07-31,96,Robbery at residential premises,Mpumalanga
31,2018-08-31,111,Robbery at residential premises,Mpumalanga
32,2018-09-30,99,Robbery at residential premises,Mpumalanga
33,2018-10-31,105,Robbery at residential premises,Mpumalanga
34,2018-11-30,123,Robbery at residential premises,Mpumalanga
35,2018-12-31,116,Robbery at residential premises,Mpumalanga
36,2019-01-31,107,Robbery at residential premises,Mpumalanga
37,2019-02-28,86,Robbery at residential premises,Mpumalanga
38,2019-03-31,114,Robbery at residential premises,Mpumalanga
39,2019-04-30,113,Robbery at residential premises,Mpumalanga
40,2019-05-31,111,Robbery at residential premises,Mpumalanga
41,2019-06-30,71,Robbery at residential premises,Mpumalanga
42,2019-07-31,97,Robbery at residential premises,Mpumalanga
43,2019-08-31,103,Robbery at residential premises,Mpumalanga
44,2019-09-30,95,Robbery at residential premises,Mpumalanga
45,2019-10-31,90,Robbery at residential premises,Mpumalanga
46,2019-11-30,127,Robbery at residential premises,Mpumalanga
47,2019-12-31,136,Robbery at residential premises,Mpumalanga
48,2020-01-31,97,Robbery at residential premises,Mpumalanga
49,2020-02-29,91,Robbery at residential premises,Mpumalanga
50,2020-03-31,80,Robbery at residential premises,Mpumalanga
51,2020-04-30,59,Robbery at residential premises,Mpumalanga
52,2020-05-31,61,Robbery at residential premises,Mpumalanga
53,2020-06-30,65,Robbery at residential premises,Mpumalanga
54,2020-07-31,94,Robbery at residential premises,Mpumalanga
55,2020-08-31,91,Robbery at residential premises,Mpumalanga
56,2020-09-30,111,Robbery at residential premises,Mpumalanga
57,2020-10-31,111,Robbery at residential premises,Mpumalanga
58,2020-11-30,112,Robbery at residential premises,Mpumalanga
59,2020-12-31,127,Robbery at residential premises,Mpumalanga
60,2021-01-31,85,Robbery at residential premises,Mpumalanga
61,2021-02-28,88,Robbery at residential premises,Mpumalanga
62,2021-03-31,102,Robbery at residential premises,Mpumalanga
0,2016-01-31,2,Robbery of cash in transit,Mpumalanga
1,2016-02-29,2,Robbery of cash in transit,Mpumalanga
2,2016-03-31,2,Robbery of cash in transit,Mpumalanga
3,2016-04-30,3,Robbery of cash in transit,Mpumalanga
4,2016-05-31,0,Robbery of cash in transit,Mpumalanga
5,2016-06-30,1,Robbery of cash in transit,Mpumalanga
6,2016-07-31,3,Robbery of cash in transit,Mpumalanga
7,2016-08-31,2,Robbery of cash in transit,Mpumalanga
8,2016-09-30,1,Robbery of cash in transit,Mpumalanga
9,2016-10-31,2,Robbery of cash in transit,Mpumalanga
10,2016-11-30,3,Robbery of cash in transit,Mpumalanga
11,2016-12-31,3,Robbery of cash in transit,Mpumalanga
12,2017-01-31,2,Robbery of cash in transit,Mpumalanga
13,2017-02-28,1,Robbery of cash in transit,Mpumalanga
14,2017-03-31,1,Robbery of cash in transit,Mpumalanga
15,2017-04-30,1,Robbery of cash in transit,Mpumalanga
16,2017-05-31,1,Robbery of cash in transit,Mpumalanga
17,2017-06-30,3,Robbery of cash in transit,Mpumalanga
18,2017-07-31,6,Robbery of cash in transit,Mpumalanga
19,2017-08-31,1,Robbery of cash in transit,Mpumalanga
20,2017-09-30,1,Robbery of cash in transit,Mpumalanga
21,2017-10-31,1,Robbery of cash in transit,Mpumalanga
22,2017-11-30,3,Robbery of cash in transit,Mpumalanga
23,2017-12-31,2,Robbery of cash in transit,Mpumalanga
24,2018-01-31,1,Robbery of cash in transit,Mpumalanga
