,Date,Count,Crime_Category,Region
7,2016-08-31,255,Driving under the influence of alcohol or drugs,Mpumalanga
8,2016-09-30,288,Driving under the influence of alcohol or drugs,Mpumalanga
9,2016-10-31,309,Driving under the influence of alcohol or drugs,Mpumalanga
10,2016-11-30,338,Driving under the influence of alcohol or drugs,Mpumalanga
11,2016-12-31,897,Driving under the influence of alcohol or drugs,Mpumalanga
12,2017-01-31,302,Driving under the influence of alcohol or drugs,Mpumalanga
13,2017-02-28,168,Driving under the influence of alcohol or drugs,Mpumalanga
14,2017-03-31,341,Driving under the influence of alcohol or drugs,Mpumalanga
15,2017-04-30,593,Driving under the influence of alcohol or drugs,Mpumalanga
16,2017-05-31,287,Driving under the influence of alcohol or drugs,Mpumalanga
17,2017-06-30,302,Driving under the influence of alcohol or drugs,Mpumalanga
18,2017-07-31,302,Driving under the influence of alcohol or drugs,Mpumalanga
19,2017-08-31,222,Driving under the influence of alcohol or drugs,Mpumalanga
20,2017-09-30,275,Driving under the influence of alcohol or drugs,Mpumalanga
21,2017-10-31,281,Driving under the influence of alcohol or drugs,Mpumalanga
22,2017-11-30,254,Driving under the influence of alcohol or drugs,Mpumalanga
23,2017-12-31,938,Driving under the influence of alcohol or drugs,Mpumalanga
24,2018-01-31,287,Driving under the influence of alcohol or drugs,Mpumalanga
25,2018-02-28,226,Driving under the influence of alcohol or drugs,Mpumalanga
26,2018-03-31,335,Driving under the influence of alcohol or drugs,Mpumalanga
27,2018-04-30,398,Driving under the influence of alcohol or drugs,Mpumalanga
28,2018-05-31,251,Driving under the influence of alcohol or drugs,Mpumalanga
29,2018-06-30,264,Driving under the influence of alcohol or drugs,Mpumalanga
30,2018-07-31,228,Driving under the influence of alcohol or drugs,Mpumalanga
31,2018-08-31,266,Driving under the influence of alcohol or drugs,Mpumalanga
32,2018-09-30,330,Driving under the influence of alcohol or drugs,Mpumalanga
33,2018-10-31,293,Driving under the influence of alcohol or drugs,Mpumalanga
34,2018-11-30,282,Driving under the influence of alcohol or drugs,Mpumalanga
35,2018-12-31,703,Driving under the influence of alcohol or drugs,Mpumalanga
36,2019-01-31,322,Driving under the influence of alcohol or drugs,Mpumalanga
37,2019-02-28,418,Driving under the influence of alcohol or drugs,Mpumalanga
38,2019-03-31,561,Driving under the influence of alcohol or drugs,Mpumalanga
39,2019-04-30,539,Driving under the influence of alcohol or drugs,Mpumalanga
40,2019-05-31,398,Driving under the influence of alcohol or drugs,Mpumalanga
41,2019-06-30,412,Driving under the influence of alcohol or drugs,Mpumalanga
42,2019-07-31,390,Driving under the influence of alcohol or drugs,Mpumalanga
43,2019-08-31,505,Driving under the influence of alcohol or drugs,Mpumalanga
44,2019-09-30,426,Driving under the influence of alcohol or drugs,Mpumalanga
45,2019-10-31,331,Driving under the influence of alcohol or drugs,Mpumalanga
46,2019-11-30,466,Driving under the influence of alcohol or drugs,Mpumalanga
47,2019-12-31,904,Driving under the influence of alcohol or drugs,Mpumalanga
48,2020-01-31,401,Driving under the influence of alcohol or drugs,Mpumalanga
49,2020-02-29,443,Driving under the influence of alcohol or drugs,Mpumalanga
50,2020-03-31,326,Driving under the influence of alcohol or drugs,Mpumalanga
51,2020-04-30,67,Driving under the influence of alcohol or drugs,Mpumalanga
52,2020-05-31,64,Driving under the influence of alcohol or drugs,Mpumalanga
53,2020-06-30,88,Driving under the influence of alcohol or drugs,Mpumalanga
54,2020-07-31,48,Driving under the influence of alcohol or drugs,Mpumalanga
55,2020-08-31,93,Driving under the influence of alcohol or drugs,Mpumalanga
56,2020-09-30,198,Driving under the influence of alcohol or drugs,Mpumalanga
57,2020-10-31,253,Driving under the influence of alcohol or drugs,Mpumalanga
58,2020-11-30,292,Driving under the influence of alcohol or drugs,Mpumalanga
59,2020-12-31,656,Driving under the influence of alcohol or drugs,Mpumalanga
60,2021-01-31,60,Driving under the influence of alcohol or drugs,Mpumalanga
61,2021-02-28,138,Driving under the influence of alcohol or drugs,Mpumalanga
62,2021-03-31,190,Driving under the influence of alcohol or drugs,Mpumalanga
0,2016-01-31,1022,Drug-Related Crime,Mpumalanga
1,2016-02-29,986,Drug-Related Crime,Mpumalanga
2,2016-03-31,823,Drug-Related Crime,Mpumalanga
3,2016-04-30,824,Drug-Related Crime,Mpumalanga
4,2016-05-31,908,Drug-Related Crime,Mpumalanga
5,2016-06-30,842,Drug-Related Crime,Mpumalanga
6,2016-07-31,978,Drug-Related Crime,Mpumalanga
7,2016-08-31,1105,Drug-Related Crime,Mpumalanga
8,2016-09-30,1091,Drug-Related Crime,Mpumalanga
9,2016-10-31,1028,Drug-Related Crime,Mpumalanga
10,2016-11-30,1067,Drug-Related Crime,Mpumalanga
11,2016-12-31,1089,Drug-Related Crime,Mpumalanga
12,2017-01-31,1038,Drug-Related Crime,Mpumalanga
13,2017-02-28,1008,Drug-Related Crime,Mpumalanga
14,2017-03-31,994,Drug-Related Crime,Mpumalanga
15,2017-04-30,888,Drug-Related Crime,Mpumalanga
16,2017-05-31,1111,Drug-Related Crime,Mpumalanga
17,2017-06-30,1059,Drug-Related Crime,Mpumalanga
18,2017-07-31,1234,Drug-Related Crime,Mpumalanga
19,2017-08-31,1286,Drug-Related Crime,Mpumalanga
20,2017-09-30,1134,Drug-Related Crime,Mpumalanga
21,2017-10-31,1111,Drug-Related Crime,Mpumalanga
22,2017-11-30,1268,Drug-Related Crime,Mpumalanga
23,2017-12-31,1233,Drug-Related Crime,Mpumalanga
24,2018-01-31,1249,Drug-Related Crime,Mpumalanga
25,2018-02-28,1188,Drug-Related Crime,Mpumalanga
26,2018-03-31,1064,Drug-Related Crime,Mpumalanga
27,2018-04-30,991,Drug-Related Crime,Mpumalanga
28,2018-05-31,1247,Drug-Related Crime,Mpumalanga
29,2018-06-30,1118,Drug-Related Crime,Mpumalanga
30,2018-07-31,1323,Drug-Related Crime,Mpumalanga
31,2018-08-31,1405,Drug-Related Crime,Mpumalanga
32,2018-09-30,906,Drug-Related Crime,Mpumalanga
33,2018-10-31,345,Drug-Related Crime,Mpumalanga
34,2018-11-30,390,Drug-Related Crime,Mpumalanga
35,2018-12-31,452,Drug-Related Crime,Mpumalanga
36,2019-01-31,630,Drug-Related Crime,Mpumalanga
37,2019-02-28,529,Drug-Related Crime,Mpumalanga
38,2019-03-31,574,Drug-Related Crime,Mpumalanga
39,2019-04-30,542,Drug-Related Crime,Mpumalanga
40,2019-05-31,671,Drug-Related Crime,Mpumalanga
41,2019-06-30,571,Drug-Related Crime,Mpumalanga
42,2019-07-31,711,Drug-Related Crime,Mpumalanga
43,2019-08-31,724,Drug-Related Crime,Mpumalanga
44,2019-09-30,590,Drug-Related Crime,Mpumalanga
45,2019-10-31,501,Drug-Related Crime,Mpumalanga
46,2019-11-30,469,Drug-Related Crime,Mpumalanga
47,2019-12-31,521,Drug-Related Crime,Mpumalanga
48,2020-01-31,681,Drug-Related Crime,Mpumalanga
49,2020-02-29,609,Drug-Related Crime,Mpumalanga
50,2020-03-31,550,Drug-Related Crime,Mpumalanga
51,2020-04-30,249,Drug-Related Crime,Mpumalanga
52,2020-05-31,207,Drug-Related Crime,Mpumalanga
53,2020-06-30,117,Drug-Related Crime,Mpumalanga
54,2020-07-31,185,Drug-Related Crime,Mpumalanga
55,2020-08-31,219,Drug-Related Crime,Mpumalanga
56,2020-09-30,195,Drug-Related Crime,Mpumalanga
57,2020-10-31,261,Drug-Related Crime,Mpumalanga
58,2020-11-30,327,Drug-Related Crime,Mpumalanga
59,2020-12-31,284,Drug-Related Crime,Mpumalanga
60,2021-01-31,445,Drug-Related Crime,Mpumalanga
61,2021-02-28,472,Drug-Related Crime,Mpumalanga
62,2021-03-31,549,Drug-Related Crime,Mpumalanga
0,2016-01-31,75,Illegal possession of firearms and ammunition,Mpumalanga
1,2016-02-29,78,Illegal possession of firearms and ammunition,Mpumalanga
2,2016-03-31,65,Illegal possession of firearms and ammunition,Mpumalanga
3,2016-04-30,94,Illegal possession of firearms and ammunition,Mpumalanga
4,2016-05-31,116,Illegal possession of firearms and ammunition,Mpumalanga
5,2016-06-30,80,Illegal possession of firearms and ammunition,Mpumalanga
6,2016-07-31,119,Illegal possession of firearms and ammunition,Mpumalanga
7,2016-08-31,86,Illegal possession of firearms and ammunition,Mpumalanga
8,2016-09-30,92,Illegal possession of firearms and ammunition,Mpumalanga
9,2016-10-31,115,Illegal possession of firearms and ammunition,Mpumalanga
10,2016-11-30,110,Illegal possession of firearms and ammunition,Mpumalanga
11,2016-12-31,72,Illegal possession of firearms and ammunition,Mpumalanga
12,2017-01-31,85,Illegal possession of firearms and ammunition,Mpumalanga
13,2017-02-28,83,Illegal possession of firearms and ammunition,Mpumalanga
14,2017-03-31,86,Illegal possession of firearms and ammunition,Mpumalanga
15,2017-04-30,97,Illegal possession of firearms and ammunition,Mpumalanga
16,2017-05-31,83,Illegal possession of firearms and ammunition,Mpumalanga
17,2017-06-30,91,Illegal possession of firearms and ammunition,Mpumalanga
18,2017-07-31,102,Illegal possession of firearms and ammunition,Mpumalanga
19,2017-08-31,86,Illegal possession of firearms and ammunition,Mpumalanga
20,2017-09-30,111,Illegal possession of firearms and ammunition,Mpumalanga
21,2017-10-31,80,Illegal possession of firearms and ammunition,Mpumalanga
22,2017-11-30,76,Illegal possession of firearms and ammunition,Mpumalanga
23,2017-12-31,86,Illegal possession of firearms and ammunition,Mpumalanga
24,2018-01-31,77,Illegal possession of firearms and ammunition,Mpumalanga
25,2018-02-28,109,Illegal possession of firearms and ammunition,Mpumalanga
26,2018-03-31,87,Illegal possession of firearms and ammunition,Mpumalanga
27,2018-04-30,83,Illegal possession of firearms and ammunition,Mpumalanga
28,2018-05-31,89,Illegal possession of firearms and ammunition,Mpumalanga
29,2018-06-30,76,Illegal possession of firearms and ammunition,Mpumalanga
30,2018-07-31,71,Illegal possession of firearms and ammunition,Mpumalanga
31,2018-08-31,69,Illegal possession of firearms and ammunition,Mpumalanga
32,2018-09-30,95,Illegal possession of firearms and ammunition,Mpumalanga
33,2018-10-31,75,Illegal possession of firearms and ammunition,Mpumalanga
34,2018-11-30,84,Illegal possession of firearms and ammunition,Mpumalanga
35,2018-12-31,33,Illegal possession of firearms and ammunition,Mpumalanga
36,2019-01-31,58,Illegal possession of firearms and ammunition,Mpumalanga
37,2019-02-28,93,Illegal possession of firearms and ammunition,Mpumalanga
38,2019-03-31,83,Illegal possession of firearms and ammunition,Mpumalanga
39,2019-04-30,69,Illegal possession of firearms and ammunition,Mpumalanga
40,2019-05-31,76,Illegal possession of firearms and ammunition,Mpumalanga
41,2019-06-30,120,Illegal possession of firearms and ammunition,Mpumalanga
42,2019-07-31,97,Illegal possession of firearms and ammunition,Mpumalanga
43,2019-08-31,76,Illegal possession of firearms and ammunition,Mpumalanga
44,2019-09-30,203,Illegal possession of firearms and ammunition,Mpumalanga
45,2019-10-31,70,Illegal possession of firearms and ammunition,Mpumalanga
46,2019-11-30,83,Illegal possession of firearms and ammunition,Mpumalanga
47,2019-12-31,59,Illegal possession of firearms and ammunition,Mpumalanga
48,2020-01-31,67,Illegal possession of firearms and ammunition,Mpumalanga
49,2020-02-29,62,Illegal possession of firearms and ammunition,Mpumalanga
50,2020-03-31,57,Illegal possession of firearms and ammunition,Mpumalanga
51,2020-04-30,41,Illegal possession of firearms and ammunition,Mpumalanga
52,2020-05-31,36,Illegal possession of firearms and ammunition,Mpumalanga
53,2020-06-30,30,Illegal possession of firearms and ammunition,Mpumalanga
54,2020-07-31,39,Illegal possession of firearms and ammunition,Mpumalanga
55,2020-08-31,29,Illegal possession of firearms and ammunition,Mpumalanga
56,2020-09-30,47,Illegal possession of firearms and ammunition,Mpumalanga
57,2020-10-31,70,Illegal possession of firearms and ammunition,Mpumalanga
58,2020-11-30,41,Illegal possession of firearms and ammunition,Mpumalanga
59,2020-12-31,32,Illegal possession of firearms and ammunition,Mpumalanga
60,2021-01-31,44,Illegal possession of firearms and ammunition,Mpumalanga
61,2021-02-28,36,Illegal possession of firearms and ammunition,Mpumalanga
62,2021-03-31,55,Illegal possession of firearms and ammunition,Mpumalanga
0,2016-01-31,33,Kidnapping,Mpumalanga
1,2016-02-29,28,Kidnapping,Mpumalanga
2,2016-03-31,25,Kidnapping,Mpumalanga
3,2016-04-30,29,Kidnapping,Mpumalanga
4,2016-05-31,28,Kidnapping,Mpumalanga
5,2016-06-30,30,Kidnapping,Mpumalanga
6,2016-07-31,24,Kidnapping,Mpumalanga
7,2016-08-31,26,Kidnapping,Mpumalanga
8,2016-09-30,32,Kidnapping,Mpumalanga
9,2016-10-31,23,Kidnapping,Mpumalanga
10,2016-11-30,25,Kidnapping,Mpumalanga
11,2016-12-31,28,Kidnapping,Mpumalanga
12,2017-01-31,27,Kidnapping,Mpumalanga
13,2017-02-28,23,Kidnapping,Mpumalanga
14,2017-03-31,26,Kidnapping,Mpumalanga
15,2017-04-30,17,Kidnapping,Mpumalanga
16,2017-05-31,35,Kidnapping,Mpumalanga
17,2017-06-30,35,Kidnapping,Mpumalanga
18,2017-07-31,34,Kidnapping,Mpumalanga
19,2017-08-31,40,Kidnapping,Mpumalanga
20,2017-09-30,27,Kidnapping,Mpumalanga
21,2017-10-31,37,Kidnapping,Mpumalanga
22,2017-11-30,39,Kidnapping,Mpumalanga
23,2017-12-31,30,Kidnapping,Mpumalanga
24,2018-01-31,34,Kidnapping,Mpumalanga
25,2018-02-28,22,Kidnapping,Mpumalanga
26,2018-03-31,31,Kidnapping,Mpumalanga
27,2018-04-30,34,Kidnapping,Mpumalanga
28,2018-05-31,49,Kidnapping,Mpumalanga
29,2018-06-30,37,Kidnapping,Mpumalanga
30,2018-07-31,51,Kidnapping,Mpumalanga
31,2018-08-31,32,Kidnapping,Mpumalanga
32,2018-09-30,49,Kidnapping,Mpumalanga
33,2018-10-31,44,Kidnapping,Mpumalanga
34,2018-11-30,38,Kidnapping,Mpumalanga
35,2018-12-31,41,Kidnapping,Mpumalanga
36,2019-01-31,44,Kidnapping,Mpumalanga
37,2019-02-28,28,Kidnapping,Mpumalanga
38,2019-03-31,32,Kidnapping,Mpumalanga
39,2019-04-30,37,Kidnapping,Mpumalanga
40,2019-05-31,34,Kidnapping,Mpumalanga
41,2019-06-30,28,Kidnapping,Mpumalanga
42,2019-07-31,39,Kidnapping,Mpumalanga
43,2019-08-31,45,Kidnapping,Mpumalanga
44,2019-09-30,36,Kidnapping,Mpumalanga
45,2019-10-31,54,Kidnapping,Mpumalanga
46,2019-11-30,49,Kidnapping,Mpumalanga
47,2019-12-31,40,Kidnapping,Mpumalanga
48,2020-01-31,41,Kidnapping,Mpumalanga
49,2020-02-29,51,Kidnapping,Mpumalanga
50,2020-03-31,38,Kidnapping,Mpumalanga
51,2020-04-30,24,Kidnapping,Mpumalanga
52,2020-05-31,21,Kidnapping,Mpumalanga
53,2020-06-30,35,Kidnapping,Mpumalanga
54,2020-07-31,31,Kidnapping,Mpumalanga
55,2020-08-31,46,Kidnapping,Mpumalanga
56,2020-09-30,51,Kidnapping,Mpumalanga
57,2020-10-31,49,Kidnapping,Mpumalanga
58,2020-11-30,70,Kidnapping,Mpumalanga
59,2020-12-31,56,Kidnapping,Mpumalanga
60,2021-01-31,25,Kidnapping,Mpumalanga
61,2021-02-28,48,Kidnapping,Mpumalanga
62,2021-03-31,55,Kidnapping,Mpumalanga
0,2016-01-31,650,Malicious damage to property,Mpumalanga
1,2016-02-29,594,Malicious damage to property,Mpumalanga
2,2016-03-31,636,Malicious damage to property,Mpumalanga
3,2016-04-30,585,Malicious damage to property,Mpumalanga
4,2016-05-31,647,Malicious damage to property,Mpumalanga
5,2016-06-30,477,Malicious damage to property,Mpumalanga
6,2016-07-31,578,Malicious damage to property,Mpumalanga
7,2016-08-31,519,Malicious damage to property,Mpumalanga
8,2016-09-30,582,Malicious damage to property,Mpumalanga
9,2016-10-31,616,Malicious damage to property,Mpumalanga
10,2016-11-30,533,Malicious damage to property,Mpumalanga
11,2016-12-31,747,Malicious damage to property,Mpumalanga
12,2017-01-31,562,Malicious damage to property,Mpumalanga
13,2017-02-28,517,Malicious damage to property,Mpumalanga
14,2017-03-31,516,Malicious damage to property,Mpumalanga
15,2017-04-30,582,Malicious damage to property,Mpumalanga
16,2017-05-31,544,Malicious damage to property,Mpumalanga
17,2017-06-30,545,Malicious damage to property,Mpumalanga
18,2017-07-31,570,Malicious damage to property,Mpumalanga
19,2017-08-31,518,Malicious damage to property,Mpumalanga
20,2017-09-30,585,Malicious damage to property,Mpumalanga
21,2017-10-31,549,Malicious damage to property,Mpumalanga
22,2017-11-30,544,Malicious damage to property,Mpumalanga
23,2017-12-31,701,Malicious damage to property,Mpumalanga
24,2018-01-31,581,Malicious damage to property,Mpumalanga
25,2018-02-28,531,Malicious damage to property,Mpumalanga
26,2018-03-31,569,Malicious damage to property,Mpumalanga
27,2018-04-30,518,Malicious damage to property,Mpumalanga
28,2018-05-31,526,Malicious damage to property,Mpumalanga
29,2018-06-30,518,Malicious damage to property,Mpumalanga
30,2018-07-31,598,Malicious damage to property,Mpumalanga
31,2018-08-31,577,Malicious damage to property,Mpumalanga
32,2018-09-30,578,Malicious damage to property,Mpumalanga
33,2018-10-31,566,Malicious damage to property,Mpumalanga
34,2018-11-30,549,Malicious damage to property,Mpumalanga
35,2018-12-31,695,Malicious damage to property,Mpumalanga
36,2019-01-31,551,Malicious damage to property,Mpumalanga
37,2019-02-28,492,Malicious damage to property,Mpumalanga
38,2019-03-31,630,Malicious damage to property,Mpumalanga
39,2019-04-30,598,Malicious damage to property,Mpumalanga
40,2019-05-31,556,Malicious damage to property,Mpumalanga
41,2019-06-30,463,Malicious damage to property,Mpumalanga
42,2019-07-31,567,Malicious damage to property,Mpumalanga
43,2019-08-31,536,Malicious damage to property,Mpumalanga
44,2019-09-30,542,Malicious damage to property,Mpumalanga
45,2019-10-31,569,Malicious damage to property,Mpumalanga
46,2019-11-30,480,Malicious damage to property,Mpumalanga
47,2019-12-31,671,Malicious damage to property,Mpumalanga
48,2020-01-31,565,Malicious damage to property,Mpumalanga
49,2020-02-29,526,Malicious damage to property,Mpumalanga
50,2020-03-31,544,Malicious damage to property,Mpumalanga
51,2020-04-30,351,Malicious damage to property,Mpumalanga
52,2020-05-31,380,Malicious damage to property,Mpumalanga
53,2020-06-30,534,Malicious damage to property,Mpumalanga
54,2020-07-31,529,Malicious damage to property,Mpumalanga
55,2020-08-31,635,Malicious damage to property,Mpumalanga
56,2020-09-30,661,Malicious damage to property,Mpumalanga
57,2020-10-31,647,Malicious damage to property,Mpumalanga
58,2020-11-30,602,Malicious damage to property,Mpumalanga
59,2020-12-31,704,Malicious damage to property,Mpumalanga
60,2021-01-31,435,Malicious damage to property,Mpumalanga
61,2021-02-28,564,Malicious damage to property,Mpumalanga
62,2021-03-31,589,Malicious damage to property,Mpumalanga
0,2016-01-31,73,Murder,Mpumalanga
1,2016-02-29,78,Murder,Mpumalanga
2,2016-03-31,57,Murder,Mpumalanga
3,2016-04-30,72,Murder,Mpumalanga
4,2016-05-31,70,Murder,Mpumalanga
5,2016-06-30,59,Murder,Mpumalanga
6,2016-07-31,70,Murder,Mpumalanga
7,2016-08-31,90,Murder,Mpumalanga
8,2016-09-30,91,Murder,Mpumalanga
9,2016-10-31,93,Murder,Mpumalanga
10,2016-11-30,79,Murder,Mpumalanga
11,2016-12-31,99,Murder,Mpumalanga
12,2017-01-31,74,Murder,Mpumalanga
13,2017-02-28,79,Murder,Mpumalanga
14,2017-03-31,79,Murder,Mpumalanga
15,2017-04-30,86,Murder,Mpumalanga
16,2017-05-31,69,Murder,Mpumalanga
17,2017-06-30,62,Murder,Mpumalanga
18,2017-07-31,94,Murder,Mpumalanga
19,2017-08-31,68,Murder,Mpumalanga
20,2017-09-30,77,Murder,Mpumalanga
21,2017-10-31,80,Murder,Mpumalanga
22,2017-11-30,71,Murder,Mpumalanga
23,2017-12-31,81,Murder,Mpumalanga
24,2018-01-31,63,Murder,Mpumalanga
25,2018-02-28,90,Murder,Mpumalanga
26,2018-03-31,83,Murder,Mpumalanga
27,2018-04-30,83,Murder,Mpumalanga
28,2018-05-31,78,Murder,Mpumalanga
29,2018-06-30,71,Murder,Mpumalanga
30,2018-07-31,84,Murder,Mpumalanga
31,2018-08-31,86,Murder,Mpumalanga
32,2018-09-30,90,Murder,Mpumalanga
33,2018-10-31,66,Murder,Mpumalanga
34,2018-11-30,63,Murder,Mpumalanga
35,2018-12-31,115,Murder,Mpumalanga
36,2019-01-31,61,Murder,Mpumalanga
37,2019-02-28,87,Murder,Mpumalanga
38,2019-03-31,112,Murder,Mpumalanga
39,2019-04-30,91,Murder,Mpumalanga
40,2019-05-31,80,Murder,Mpumalanga
41,2019-06-30,94,Murder,Mpumalanga
42,2019-07-31,86,Murder,Mpumalanga
43,2019-08-31,95,Murder,Mpumalanga
44,2019-09-30,83,Murder,Mpumalanga
45,2019-10-31,96,Murder,Mpumalanga
46,2019-11-30,91,Murder,Mpumalanga
47,2019-12-31,91,Murder,Mpumalanga
48,2020-01-31,72,Murder,Mpumalanga
49,2020-02-29,99,Murder,Mpumalanga
50,2020-03-31,68,Murder,Mpumalanga
51,2020-04-30,39,Murder,Mpumalanga
52,2020-05-31,34,Murder,Mpumalanga
53,2020-06-30,61,Murder,Mpumalanga
54,2020-07-31,41,Murder,Mpumalanga
55,2020-08-31,88,Murder,Mpumalanga
56,2020-09-30,110,Murder,Mpumalanga
57,2020-10-31,105,Murder,Mpumalanga
58,2020-11-30,97,Murder,Mpumalanga
59,2020-12-31,114,Murder,Mpumalanga
60,2021-01-31,53,Murder,Mpumalanga
61,2021-02-28,88,Murder,Mpumalanga
62,2021-03-31,98,Murder,Mpumalanga
0,2016-01-31,23,Neglect and ill-treatment of children,Mpumalanga
1,2016-02-29,20,Neglect and ill-treatment of children,Mpumalanga
2,2016-03-31,25,Neglect and ill-treatment of children,Mpumalanga
3,2016-04-30,20,Neglect and ill-treatment of children,Mpumalanga
4,2016-05-31,30,Neglect and ill-treatment of children,Mpumalanga
5,2016-06-30,20,Neglect and ill-treatment of children,Mpumalanga
6,2016-07-31,17,Neglect and ill-treatment of children,Mpumalanga
7,2016-08-31,23,Neglect and ill-treatment of children,Mpumalanga
8,2016-09-30,21,Neglect and ill-treatment of children,Mpumalanga
9,2016-10-31,13,Neglect and ill-treatment of children,Mpumalanga
10,2016-11-30,24,Neglect and ill-treatment of children,Mpumalanga
11,2016-12-31,25,Neglect and ill-treatment of children,Mpumalanga
12,2017-01-31,17,Neglect and ill-treatment of children,Mpumalanga
13,2017-02-28,15,Neglect and ill-treatment of children,Mpumalanga
14,2017-03-31,24,Neglect and ill-treatment of children,Mpumalanga
15,2017-04-30,15,Neglect and ill-treatment of children,Mpumalanga
16,2017-05-31,15,Neglect and ill-treatment of children,Mpumalanga
17,2017-06-30,13,Neglect and ill-treatment of children,Mpumalanga
18,2017-07-31,24,Neglect and ill-treatment of children,Mpumalanga
19,2017-08-31,16,Neglect and ill-treatment of children,Mpumalanga
20,2017-09-30,15,Neglect and ill-treatment of children,Mpumalanga
21,2017-10-31,30,Neglect and ill-treatment of children,Mpumalanga
22,2017-11-30,19,Neglect and ill-treatment of children,Mpumalanga
23,2017-12-31,31,Neglect and ill-treatment of children,Mpumalanga
24,2018-01-31,16,Neglect and ill-treatment of children,Mpumalanga
25,2018-02-28,21,Neglect and ill-treatment of children,Mpumalanga
26,2018-03-31,23,Neglect and ill-treatment of children,Mpumalanga
27,2018-04-30,15,Neglect and ill-treatment of children,Mpumalanga
28,2018-05-31,11,Neglect and ill-treatment of children,Mpumalanga
29,2018-06-30,12,Neglect and ill-treatment of children,Mpumalanga
30,2018-07-31,16,Neglect and ill-treatment of children,Mpumalanga
31,2018-08-31,23,Neglect and ill-treatment of children,Mpumalanga
32,2018-09-30,20,Neglect and ill-treatment of children,Mpumalanga
33,2018-10-31,13,Neglect and ill-treatment of children,Mpumalanga
34,2018-11-30,17,Neglect and ill-treatment of children,Mpumalanga
35,2018-12-31,23,Neglect and ill-treatment of children,Mpumalanga
36,2019-01-31,22,Neglect and ill-treatment of children,Mpumalanga
37,2019-02-28,23,Neglect and ill-treatment of children,Mpumalanga
38,2019-03-31,16,Neglect and ill-treatment of children,Mpumalanga
39,2019-04-30,7,Neglect and ill-treatment of children,Mpumalanga
40,2019-05-31,20,Neglect and ill-treatment of children,Mpumalanga
41,2019-06-30,22,Neglect and ill-treatment of children,Mpumalanga
42,2019-07-31,15,Neglect and ill-treatment of children,Mpumalanga
43,2019-08-31,8,Neglect and ill-treatment of children,Mpumalanga
44,2019-09-30,18,Neglect and ill-treatment of children,Mpumalanga
45,2019-10-31,21,Neglect and ill-treatment of children,Mpumalanga
46,2019-11-30,20,Neglect and ill-treatment of children,Mpumalanga
47,2019-12-31,25,Neglect and ill-treatment of children,Mpumalanga
48,2020-01-31,12,Neglect and ill-treatment of children,Mpumalanga
49,2020-02-29,20,Neglect and ill-treatment of children,Mpumalanga
50,2020-03-31,19,Neglect and ill-treatment of children,Mpumalanga
51,2020-04-30,11,Neglect and ill-treatment of children,Mpumalanga
52,2020-05-31,10,Neglect and ill-treatment of children,Mpumalanga
53,2020-06-30,13,Neglect and ill-treatment of children,Mpumalanga
54,2020-07-31,13,Neglect and ill-treatment of children,Mpumalanga
55,2020-08-31,6,Neglect and ill-treatment of children,Mpumalanga
56,2020-09-30,16,Neglect and ill-treatment of children,Mpumalanga
57,2020-10-31,21,Neglect and ill-treatment of children,Mpumalanga
58,2020-11-30,19,Neglect and ill-treatment of children,Mpumalanga
59,2020-12-31,25,Neglect and ill-treatment of children,Mpumalanga
60,2021-01-31,12,Neglect and ill-treatment of children,Mpumalanga
61,2021-02-28,16,Neglect and ill-treatment of children,Mpumalanga
62,2021-03-31,24,Neglect and ill-treatment of children,Mpumalanga
0,2016-01-31,2283,Other serious crime,Mpumalanga
1,2016-02-29,2194,Other serious crime,Mpumalanga
2,2016-03-31,2179,Other serious crime,Mpumalanga
3,2016-04-30,2299,Other serious crime,Mpumalanga
4,2016-05-31,2295,Other serious crime,Mpumalanga
5,2016-06-30,2228,Other serious crime,Mpumalanga
6,2016-07-31,2277,Other serious crime,Mpumalanga
7,2016-08-31,2465,Other serious crime,Mpumalanga
8,2016-09-30,2320,Other serious crime,Mpumalanga
9,2016-10-31,2344,Other serious crime,Mpumalanga
10,2016-11-30,2311,Other serious crime,Mpumalanga
11,2016-12-31,2137,Other serious crime,Mpumalanga
12,2017-01-31,2119,Other serious crime,Mpumalanga
13,2017-02-28,2060,Other serious crime,Mpumalanga
14,2017-03-31,2357,Other serious crime,Mpumalanga
15,2017-04-30,2012,Other serious crime,Mpumalanga
16,2017-05-31,2200,Other serious crime,Mpumalanga
17,2017-06-30,2091,Other serious crime,Mpumalanga
18,2017-07-31,1989,Other serious crime,Mpumalanga
19,2017-08-31,2170,Other serious crime,Mpumalanga
20,2017-09-30,2181,Other serious crime,Mpumalanga
21,2017-10-31,2275,Other serious crime,Mpumalanga
22,2017-11-30,2290,Other serious crime,Mpumalanga
23,2017-12-31,2072,Other serious crime,Mpumalanga
24,2018-01-31,2124,Other serious crime,Mpumalanga
25,2018-02-28,2110,Other serious crime,Mpumalanga
26,2018-03-31,2113,Other serious crime,Mpumalanga
27,2018-04-30,2057,Other serious crime,Mpumalanga
28,2018-05-31,2227,Other serious crime,Mpumalanga
29,2018-06-30,2084,Other serious crime,Mpumalanga
30,2018-07-31,2147,Other serious crime,Mpumalanga
31,2018-08-31,2229,Other serious crime,Mpumalanga
32,2018-09-30,1939,Other serious crime,Mpumalanga
33,2018-10-31,2135,Other serious crime,Mpumalanga
34,2018-11-30,2254,Other serious crime,Mpumalanga
35,2018-12-31,1951,Other serious crime,Mpumalanga
